action,recommendedCollection,reviewDecision,reason,sourceCategory,sourceSlug,id,name,price,availability,imageCount,localImages,sourceUrl,importStatus,importedAt,websitePath
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-08-plastic-armless-chair-set-of-4-orange-chairs","Novella 08 Plastic Armless Chair Set of 4 â€“ Orange Chairs","8480","In stock","1","images/novella-08-plastic-armless-chair-set-of-4-orange-chairs/Novella-08-Plastic-Armless-Chair-Set-of-4---Orange-Chairs.jpg","https://www.betterhomeindia.com/product/novella-08-plastic-armless-chair-set-of-4-orange-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-08-plastic-armless-chair-set-of-4-milky-white-chairs","Novella 08 Plastic Armless Chair Set of 4 â€“ Milky White Chairs","8480","In stock","1","images/novella-08-plastic-armless-chair-set-of-4-milky-white-chairs/Novella-08-Plastic-Armless-Chair-Set-of-4---Milky-White-Chairs.jpg","https://www.betterhomeindia.com/product/novella-08-plastic-armless-chair-set-of-4-milky-white-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-09-plastic-arm-chair-set-of-4-iron-black-chairs","Novella 09 Plastic Arm Chair Set of 4 â€“ Iron Black Chairs","9000","In stock","1","images/novella-09-plastic-arm-chair-set-of-4-iron-black-chairs/Novella-09-Plastic-Arm-Chair-Set-of-4---Iron-Black-Chairs.jpg","https://www.betterhomeindia.com/product/novella-09-plastic-arm-chair-set-of-4-iron-black-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","enamora-plastic-armless-chair-set-of-4-milky-white-chairs","Enamora Plastic Armless Chair Set of 4 â€“ Milky White Chairs","7080","In stock","1","images/enamora-plastic-armless-chair-set-of-4-milky-white-chairs/Enamora-Plastic-Armless-Chair-Set-of-4---Milky-White-Chairs.jpg","https://www.betterhomeindia.com/product/enamora-plastic-armless-chair-set-of-4-milky-white-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-armless-chair-set-of-4-marble-beige-chair","Plastic Armless Chair Set of 4 â€“ Marble Beige Chair","3560","In stock","1","images/plastic-armless-chair-set-of-4-marble-beige-chair/Plastic-Armless-Chair-Set-of-4---Marble-Beige-Chair.jpg","https://www.betterhomeindia.com/product/plastic-armless-chair-set-of-4-marble-beige-chair/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","weekender-plastic-arm-chair-set-of-4-biscuit-chairs","Weekender Plastic Arm Chair Set of 4 â€“ Biscuit Chairs","6920","In stock","1","images/weekender-plastic-arm-chair-set-of-4-biscuit-chairs/Weekender-Plastic-Arm-Chair-Set-of-4---Biscuit-Chairs.jpg","https://www.betterhomeindia.com/product/weekender-plastic-arm-chair-set-of-4-biscuit-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","weekender-plastic-arm-chair-set-of-4-weathered-brown-chairs","Weekender Plastic Arm Chair Set of 4 â€“ Weathered Brown Chairs","6800","In stock","1","images/weekender-plastic-arm-chair-set-of-4-weathered-brown-chairs/Weekender-Plastic-Arm-Chair-Set-of-4---Weathered-Brown-Chairs.jpg","https://www.betterhomeindia.com/product/weekender-plastic-arm-chair-set-of-4-weathered-brown-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","sunday-plastic-arm-chair-set-of-4-biscuit-chairs","Sunday Plastic Arm Chair Set of 4 â€“ Biscuit Chairs","6800","In stock","1","images/sunday-plastic-arm-chair-set-of-4-biscuit-chairs/Sunday-Plastic-Arm-Chair-Set-of-4---Biscuit-Chairs.jpg","https://www.betterhomeindia.com/product/sunday-plastic-arm-chair-set-of-4-biscuit-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","heritage-plastic-arm-chair-set-of-4-mango-wood-chairs","Heritage Plastic Arm Chair Set of 4 â€“ Mango Wood Chairs","6600","In stock","1","images/heritage-plastic-arm-chair-set-of-4-mango-wood-chairs/Heritage-Plastic-Arm-Chair-Set-of-4---Mango-Wood-Chairs.jpg","https://www.betterhomeindia.com/product/heritage-plastic-arm-chair-set-of-4-mango-wood-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-armless-chair-set-of-4-marble-beige-chairs","Plastic Armless Chair Set of 4 â€“ Marble Beige Chairs","4040","In stock","1","images/plastic-armless-chair-set-of-4-marble-beige-chairs/Plastic-Armless-Chair-Set-of-4---Marble-Beige-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-armless-chair-set-of-4-marble-beige-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-armless-chair-set-of-4-weather-brown-chairs","Plastic Armless Chair Set of 4 â€“ Weather Brown Chairs","8040","In stock","1","images/plastic-armless-chair-set-of-4-weather-brown-chairs/Plastic-Armless-Chair-Set-of-4---Weather-Brown-Chair.jpg","https://www.betterhomeindia.com/product/plastic-armless-chair-set-of-4-weather-brown-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-arm-chair-set-of-4-pear-wood-chairs","Plastic Arm Chair Set of 4 â€“ Pear Wood Chairs","4160","In stock","1","images/plastic-arm-chair-set-of-4-pear-wood-chairs/Plastic-Arm-Chair-Set-of-4---Pear-Wood-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-arm-chair-set-of-4-pear-wood-chairs/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","single-seater-electric-recliner-chair-grey-fabric-recliner","Single Seater Electric Recliner Chair â€“ Grey Fabric Recliner","31000","In stock","2","images/single-seater-electric-recliner-chair-grey-fabric-recliner/Single-Seater-Electric-Recliner-Chair---Grey-Fabric-Recliner-1.webp | images/single-seater-electric-recliner-chair-grey-fabric-recliner/Single-Seater-Electric-Recliner-Chair---Grey-Fabric-Recliner-2.webp","https://www.betterhomeindia.com/product/single-seater-electric-recliner-chair-grey-fabric-recliner/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","single-seater-rocker-recliner-chair-grey-fabric-recliner","Single Seater Rocker Recliner Chair â€“ Grey Fabric Recliner","32000","In stock","2","images/single-seater-rocker-recliner-chair-grey-fabric-recliner/Single-Seater-Rocker-Recliner-Chair---Grey-Fabric-Recliner-1.webp | images/single-seater-rocker-recliner-chair-grey-fabric-recliner/Single-Seater-Rocker-Recliner-Chair---Grey-Fabric-Recliner-2.webp","https://www.betterhomeindia.com/product/single-seater-rocker-recliner-chair-grey-fabric-recliner/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","2-seater-recliner-sofa-brown-fabric-reclining-sofa","2 Seater Recliner Sofa â€“ Brown Fabric Reclining Sofa","60000","In stock","2","images/2-seater-recliner-sofa-brown-fabric-reclining-sofa/2-Seater-Recliner-Sofa---Brown-Fabric-Reclining-Sofa-2.webp | images/2-seater-recliner-sofa-brown-fabric-reclining-sofa/2-Seater-Recliner-Sofa---Brown-Fabric-Reclining-Sofa-1.webp","https://www.betterhomeindia.com/product/2-seater-recliner-sofa-brown-fabric-reclining-sofa/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-chair-with-arm-set-of-4-mid-back-pear-wood-chairs","Plastic Chair with Arm Set of 4 â€“ Mid Back Pear Wood Chairs","3840","In stock","1","images/plastic-chair-with-arm-set-of-4-mid-back-pear-wood-chairs/Plastic-Chair-with-Arm-Set-of-4---Mid-Back-Pear-Wood-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-chair-with-arm-set-of-4-mid-back-pear-wood-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","mystique-plastic-arm-chair-set-of-4-charcoal-grey-chairs","Mystique Plastic Arm Chair Set of 4 â€“ Charcoal Grey Chairs","5360","In stock","1","images/mystique-plastic-arm-chair-set-of-4-charcoal-grey-chairs/Mystique-Plastic-Arm-Chair-Set-of-4---Charcoal-Grey-Chairs.jpg","https://www.betterhomeindia.com/product/mystique-plastic-arm-chair-set-of-4-charcoal-grey-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","crystal-polypropylene-premium-chair-set-of-4-iron-black-chairs","Crystal Polypropylene Premium Chair Set of 4 â€“ Iron Black Chairs","11120","In stock","1","images/crystal-polypropylene-premium-chair-set-of-4-iron-black-chairs/Crystal-Polypropylene-Premium-Chair-Set-of-4---Iron-Black-Chairs.jpg","https://www.betterhomeindia.com/product/crystal-polypropylene-premium-chair-set-of-4-iron-black-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","crystal-polypropylene-premium-chair-set-of-4-lime-green-chairs","Crystal Polypropylene Premium Chair Set of 4 â€“ Lime Green Chairs","11120","In stock","1","images/crystal-polypropylene-premium-chair-set-of-4-lime-green-chairs/Crystal-Polypropylene-Premium-Chair-Set-of-4---Lime-Green-Chairs.jpg","https://www.betterhomeindia.com/product/crystal-polypropylene-premium-chair-set-of-4-lime-green-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","crystal-polypropylene-premium-chair-set-of-4-bright-red-chairs","Crystal Polypropylene Premium Chair Set of 4 â€“ Bright Red Chairs","11120","In stock","1","images/crystal-polypropylene-premium-chair-set-of-4-bright-red-chairs/Crystal-Polypropylene-Premium-Chair-Set-of-4---Bright-Red-Chairs.jpg","https://www.betterhomeindia.com/product/crystal-polypropylene-premium-chair-set-of-4-bright-red-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-kids-arm-chair-set-of-4-kids-chairs","Plastic Kids Arm Chair Set of 4 â€“ Kids Chairs","1480","In stock","1","images/plastic-kids-arm-chair-set-of-4-kids-chairs/Plastic-Kids-Arm-Chair-Set-of-4---Kids-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-kids-arm-chair-set-of-4-kids-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","platinum-premium-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs","Platinum Premium Plastic Arm Chair Set of 4 â€“ Rattan Dark Beige Chairs","6720","In stock","1","images/platinum-premium-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/Platinum-Premium-Plastic-Arm-Chair-Set-of-4---Rattan-Dark-Beige-Chairs.jpg","https://www.betterhomeindia.com/product/platinum-premium-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","enamora-premium-plastic-armless-chair-set-of-4-rattan-dark-beige-chairs","Enamora Premium Plastic Armless Chair Set of 4 â€“ Rattan Dark Beige Chairs","7080","In stock","1","images/enamora-premium-plastic-armless-chair-set-of-4-rattan-dark-beige-chairs/Enamora-Premium-Plastic-Armless-Chair-Set-of-4---Rattan-Dark-Beige-Chairs.jpg","https://www.betterhomeindia.com/product/enamora-premium-plastic-armless-chair-set-of-4-rattan-dark-beige-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","vento-plastic-chair-set-of-4-milky-white-chairs","Vento Plastic Chair Set of 4 â€“ Milky White Chairs","9080","In stock","1","images/vento-plastic-chair-set-of-4-milky-white-chairs/Vento-Plastic-Chair-Set-of-4---Milky-White-Chairs.jpg","https://www.betterhomeindia.com/product/vento-plastic-chair-set-of-4-milky-white-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","club-plastic-arm-chair-set-of-4-charcoal-grey-chairs","Club Plastic Arm Chair Set of 4 â€“ Charcoal Grey Chairs","10920","In stock","1","images/club-plastic-arm-chair-set-of-4-charcoal-grey-chairs/Club-Plastic-Arm-Chair-Set-of-4---Charcoal-Grey-Chairs.jpg","https://www.betterhomeindia.com/product/club-plastic-arm-chair-set-of-4-charcoal-grey-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-armless-chair-set-of-4-pear-wood-chairs","Plastic Armless Chair Set of 4 â€“ Pear Wood Chairs","4040","In stock","1","images/plastic-armless-chair-set-of-4-pear-wood-chairs/Plastic-Armless-Chair-Set-of-4---Pear-Wood-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-armless-chair-set-of-4-pear-wood-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","crystal-polypropylene-premium-chair-set-of-4-weather-brown-chairs","Crystal Polypropylene Premium Chair Set of 4 â€“ Weather Brown Chairs","10500","In stock","1","images/crystal-polypropylene-premium-chair-set-of-4-weather-brown-chairs/Crystal-Polypropylene-Premium-Chair-Set-of-4---Weather-Brown-Chairs.jpg","https://www.betterhomeindia.com/product/crystal-polypropylene-premium-chair-set-of-4-weather-brown-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","heritage-plastic-arm-chair-set-of-4-pear-wood-chairs","Heritage Plastic Arm Chair Set of 4 â€“ Pear Wood Chairs","6600","In stock","1","images/heritage-plastic-arm-chair-set-of-4-pear-wood-chairs/Heritage-Plastic-Arm-Chair-Set-of-4---Pear-Wood-Chairs.jpg","https://www.betterhomeindia.com/product/heritage-plastic-arm-chair-set-of-4-pear-wood-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","heritage-plastic-arm-chair-set-of-4-weather-brown-chairs","Heritage Plastic Arm Chair Set of 4 â€“ Weather Brown Chairs","6600","In stock","1","images/heritage-plastic-arm-chair-set-of-4-weather-brown-chairs/Heritage-Plastic-Arm-Chair-Set-of-4---Weather-Brown-Chairs.jpg","https://www.betterhomeindia.com/product/heritage-plastic-arm-chair-set-of-4-weather-brown-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-armless-chair-set-of-4-bright-red-chairs","Plastic Armless Chair Set of 4 â€“ Bright Red Chairs","3560","In stock","1","images/plastic-armless-chair-set-of-4-bright-red-chairs/Plastic-Armless-Chair-Set-of-4---Bright-Red-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-armless-chair-set-of-4-bright-red-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","mystique-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs","Mystique Plastic Arm Chair Set of 4 â€“ Rattan Dark Beige Chairs","5360","In stock","1","images/mystique-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/Mystique-Plastic-Arm-Chair-Set-of-4---Rattan-Dark-Beige-Chairs.jpg","https://www.betterhomeindia.com/product/mystique-plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-arm-chair-set-of-4-marble-beige-chairs-2","Plastic Arm Chair Set of 4 â€“ Marble Beige Chairs","5480","In stock","1","images/plastic-arm-chair-set-of-4-marble-beige-chairs-2/Plastic-Arm-Chair-Set-of-4---Marble-Beige-Chair.jpg","https://www.betterhomeindia.com/product/plastic-arm-chair-set-of-4-marble-beige-chairs-2/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-07-plastic-armless-chair-set-of-4-blue-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Blue Chairs","7200","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-blue-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Blue-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-blue-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-07-plastic-armless-chair-set-of-4-bright-red-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Bright Red Chairs","7200","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-bright-red-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Bright-Red-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-bright-red-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-07-plastic-armless-chair-set-of-4-iron-black-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Iron Black Chairs","7200","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-iron-black-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Iron-Black-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-iron-black-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-07-plastic-armless-chair-set-of-4-orange-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Orange Chairs","7200","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-orange-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Orange-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-orange-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Cafe Furniture","cafe-furniture","captain-plastic-arm-chair-set-of-4-premium-chairs","Captain Plastic Arm Chair Set of 4 â€“ Premium Chairs","9000","In stock","1","images/captain-plastic-arm-chair-set-of-4-premium-chairs/Captain-Plastic-Arm-Chair-Set-of-4---Premium-Chairs.jpg","https://www.betterhomeindia.com/product/captain-plastic-arm-chair-set-of-4-premium-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","plastic-arm-chair-set-of-4-rattan-dark-beige-chairs","Plastic Arm Chair Set of 4 â€“ Rattan Dark Beige Chairs","5480","In stock","1","images/plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/Plastic-Arm-Chair-Set-of-4---Rattan-Dark-Beige-Chairs.jpg","https://www.betterhomeindia.com/product/plastic-arm-chair-set-of-4-rattan-dark-beige-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","crystal-polypropylene-premium-chair-set-of-4-red-wine-chairs","Crystal Polypropylene Premium Chair Set of 4 â€“ Red Wine Chairs","21880","In stock","1","images/crystal-polypropylene-premium-chair-set-of-4-red-wine-chairs/Crystal-Polypropylene-Premium-Chair-Set-of-4---Red-Wine-Chairs.jpg","https://www.betterhomeindia.com/product/crystal-polypropylene-premium-chair-set-of-4-red-wine-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Cafe Furniture","cafe-furniture","novella-07-plastic-armless-chair-set-of-4-biscuit-brown-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Biscuit Brown Chairs","7000","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-biscuit-brown-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Biscuit-Brown-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-biscuit-brown-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-07-plastic-armless-chair-set-of-4-milky-white-chairs","Novella 07 Plastic Armless Chair Set of 4 â€“ Milky White Chairs","8480","In stock","1","images/novella-07-plastic-armless-chair-set-of-4-milky-white-chairs/Novella-07-Plastic-Armless-Chair-Set-of-4---Milky-White-Chairs.jpg","https://www.betterhomeindia.com/product/novella-07-plastic-armless-chair-set-of-4-milky-white-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-08-plastic-armless-chair-set-of-4-soft-green-chairs","Novella 08 Plastic Armless Chair Set of 4 â€“ Soft Green Chairs","8480","In stock","1","images/novella-08-plastic-armless-chair-set-of-4-soft-green-chairs/Novella-08-Plastic-Armless-Chair-Set-of-4---Soft-Green-Chairs.jpg","https://www.betterhomeindia.com/product/novella-08-plastic-armless-chair-set-of-4-soft-green-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Cafe Furniture","cafe-furniture","novella-09-plastic-arm-chair-set-of-4-blue-chairs","Novella 09 Plastic Arm Chair Set of 4 â€“ Blue Chairs","9000","In stock","1","images/novella-09-plastic-arm-chair-set-of-4-blue-chairs/Novella-09-Plastic-Arm-Chair-Set-of-4---Blue-Chairs.jpg","https://www.betterhomeindia.com/product/novella-09-plastic-arm-chair-set-of-4-blue-chairs/","not yet imported","",""
"review","chairs","","Would need Chairs/Plastic Chairs category if kept","Plastic Chair","plastic-chair","novella-09-plastic-arm-chair-set-of-4-orange-chairs","Novella 09 Plastic Arm Chair Set of 4 â€“ Orange Chairs","9000","In stock","1","images/novella-09-plastic-arm-chair-set-of-4-orange-chairs/Novella-09-Plastic-Arm-Chair-Set-of-4---Orange-Chairs.jpg","https://www.betterhomeindia.com/product/novella-09-plastic-arm-chair-set-of-4-orange-chairs/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","single-seater-rocker-recliner-chair-blue-fabric-recliner","Single Seater Rocker Recliner Chair â€“ Blue Fabric Recliner","30000","In stock","2","images/single-seater-rocker-recliner-chair-blue-fabric-recliner/Single-Seater-Rocker-Recliner-Chair---Blue-Fabric-Recliner-1.webp | images/single-seater-rocker-recliner-chair-blue-fabric-recliner/Single-Seater-Rocker-Recliner-Chair---Blue-Fabric-Recliner-2.webp","https://www.betterhomeindia.com/product/single-seater-rocker-recliner-chair-blue-fabric-recliner/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","2-seater-recliner-sofa-comfortable-reclining-sofa-set","2 Seater Recliner Sofa â€“ Comfortable Reclining Sofa Set","60000","In stock","2","images/2-seater-recliner-sofa-comfortable-reclining-sofa-set/2-Seater-Recliner-Sofa---Comfortable-Reclining-Sofa-Set-2.webp | images/2-seater-recliner-sofa-comfortable-reclining-sofa-set/2-Seater-Recliner-Sofa---Comfortable-Reclining-Sofa-Set-1.webp","https://www.betterhomeindia.com/product/2-seater-recliner-sofa-comfortable-reclining-sofa-set/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","grey-recliner-chair-single-seater-comfort-sofa-recliner","Grey Recliner Chair â€“ Single Seater Comfort Sofa Recliner","25000","In stock","2","images/grey-recliner-chair-single-seater-comfort-sofa-recliner/Grey-Recliner-Chair---Single-Seater-Comfort-Sofa-Recliner-1.webp | images/grey-recliner-chair-single-seater-comfort-sofa-recliner/Grey-Recliner-Chair---Single-Seater-Comfort-Sofa-Recliner-2.webp","https://www.betterhomeindia.com/product/grey-recliner-chair-single-seater-comfort-sofa-recliner/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","single-seater-recliner-chair-comfort-reclining-sofa-chair","Single Seater Recliner Chair â€“ Comfort Reclining Sofa Chair","27000","In stock","2","images/single-seater-recliner-chair-comfort-reclining-sofa-chair/Single-Seater-Recliner-Chair---Comfort-Reclining-Sofa-Chair-2.webp | images/single-seater-recliner-chair-comfort-reclining-sofa-chair/Single-Seater-Recliner-Chair---Comfort-Reclining-Sofa-Chair-1.webp","https://www.betterhomeindia.com/product/single-seater-recliner-chair-comfort-reclining-sofa-chair/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","3-seater-recliner-sofa-luxury-comfort-reclining-sofa","3 Seater Recliner Sofa â€“ Luxury Comfort Reclining Sofa","80000","In stock","2","images/3-seater-recliner-sofa-luxury-comfort-reclining-sofa/3-Seater-Recliner-Sofa---Luxury-Comfort-Reclining-Sofa-2.webp | images/3-seater-recliner-sofa-luxury-comfort-reclining-sofa/3-Seater-Recliner-Sofa---Luxury-Comfort-Reclining-Sofa-1.webp","https://www.betterhomeindia.com/product/3-seater-recliner-sofa-luxury-comfort-reclining-sofa/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","brown-recliner-chair-premium-comfort-sofa-recliner","Brown Recliner Chair â€“ Premium Comfort Sofa Recliner","26000","In stock","2","images/brown-recliner-chair-premium-comfort-sofa-recliner/Brown-Recliner-Chair---Premium-Comfort-Sofa-Recliner-1.webp | images/brown-recliner-chair-premium-comfort-sofa-recliner/Brown-Recliner-Chair---Premium-Comfort-Sofa-Recliner-2.webp","https://www.betterhomeindia.com/product/brown-recliner-chair-premium-comfort-sofa-recliner/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","blue-recliner-chair-comfortable-sofa-recliner-for-living-room","Blue Recliner Chair â€“ Comfortable Sofa Recliner for Living Room","27000","In stock","2","images/blue-recliner-chair-comfortable-sofa-recliner-for-living-room/Blue-Recliner-Chair---Comfortable-Sofa-Recliner-for-Living-Room-1.webp | images/blue-recliner-chair-comfortable-sofa-recliner-for-living-room/Blue-Recliner-Chair---Comfortable-Sofa-Recliner-for-Living-Room-2.webp","https://www.betterhomeindia.com/product/blue-recliner-chair-comfortable-sofa-recliner-for-living-room/","not yet imported","",""
"import","recliners","","Existing recliners collection","Recliner Chair","recliner-chair","luxury-recliner-chair-premium-comfort-sofa-chair","Luxury Recliner Chair â€“ Premium Comfort Sofa Chair","27000","In stock","2","images/luxury-recliner-chair-premium-comfort-sofa-chair/Luxury-Recliner-Chair---Premium-Comfort-Sofa-Chair-1.webp | images/luxury-recliner-chair-premium-comfort-sofa-chair/Luxury-Recliner-Chair---Premium-Comfort-Sofa-Chair-2.webp","https://www.betterhomeindia.com/product/luxury-recliner-chair-premium-comfort-sofa-chair/","not yet imported","",""
"import","wardrobes","imported by category","Existing wardrobe collection","Wardrobe","wardrobe","4-door-wooden-wardrobe-with-mirror-spacious-bedroom-almirah","4 Door Wooden Wardrobe with Mirror â€“ Spacious Bedroom Almirah","38000","In stock","2","images/4-door-wooden-wardrobe-with-mirror-spacious-bedroom-almirah/4-Door-Wooden-Wardrobe-with-Mirror---Spacious-Bedroom-Almirah-1.webp | images/4-door-wooden-wardrobe-with-mirror-spacious-bedroom-almirah/4-Door-Wooden-Wardrobe-with-Mirror---Spacious-Bedroom-Almirah-2.webp","https://www.betterhomeindia.com/product/4-door-wooden-wardrobe-with-mirror-spacious-bedroom-almirah/","imported","2026-05-27T19:50:45.903Z","/products/4-door-wooden-wardrobe-with-mirror-spacious-bedroom-almirah"
